TERYT,Gmina,Rok,Frekwencja,MalTys,BudzM,BezPro,WspFem,WspObc,AptOs,PowUzM,BibM,WspSko,PodTys,OsbKM,WspX,WspY
101806,gm. Sokolniki,3,45.15557804,5.7,3438.4,5.1,101,59.6,4893,106.3,1223,100.58,70,61,18.3450979,51.31595632
101807,gm. Wieruszów,3,49.83042004,4.4,3299.07,5.8,105,59.8,2041,85.1,2381,94.61,110,147,18.16314381,51.31502508
101901,m. Zduńska Wola,3,51.74839404,4.6,2696.02,8.3,111,62,3071,64.1,8600,95.4,101,1750,18.95576178,51.59220878
101902,gm. Szadek,3,44.92729676,6.1,3121.48,7,102,60.9,2462,83.8,1477,87.1,74,49,18.96756813,51.70956403
101903,gm. Zapolice,3,42.81560456,4.2,2782.39,7.2,95,54.5,5078,86.9,2539,74.46,78,62,18.91382442,51.53391232
101904,gm. Zduńska Wola,3,48.43633259,4.9,2927.79,7.3,99,59.3,0,85.8,3005,96.25,79,108,18.91974301,51.62826467
102001,m. Głowno,3,49.66749792,3.1,2561.23,10.2,111,64,1824,71.9,14590,95.11,95,735,19.72022925,51.96298313
102002,m. Ozorków,3,47.36317788,4.9,2950.68,10,115,61,1988,57.1,6626,91.65,73,1286,19.29111627,51.95774509
102003,m. Zgierz,3,54.2204202,4.1,2778.03,6.9,115,65,2862,62,6359,91.28,99,1352,19.39665442,51.85802623
102004,gm. Aleksandrów Łódzki,3,57.32783746,4.3,3212.25,7.1,109,61.4,2786,75.8,4378,84.83,118,263,19.25076142,51.82995196
102005,gm. Głowno,3,43.23915237,7,3457.66,6.8,99,59.1,0,88.5,4852,76.58,54,46,19.66362298,51.99196041
102006,gm. Ozorków,3,51.81897302,3.9,3266.74,7.7,104,59.5,3446,93.1,1378,88.19,75,72,19.3034876,51.99082325
102007,gm. Parzęczew,3,47.82289628,2.4,3765.03,8.9,96,56.3,5000,77.2,2500,94.7,79,48,19.2083903,51.9403789
102008,gm. Stryków,3,52.45771144,4.5,5494.63,5.8,103,61.7,2489,85.8,2074,86.52,92,79,19.60520675,51.90896595
102009,gm. Zgierz,3,55.65312843,4,3231.43,6.4,103,61.2,13593,90.4,6797,84.77,107,68,19.4217922,51.92605838
102101,m. Brzeziny,3,50.12357884,4.3,2962.01,9.3,112,59.1,2090,72.4,12542,95.05,106,581,19.74690557,51.80287674
102102,gm. Brzeziny,3,50.01140771,3.9,3837.29,6.8,104,63.7,0,92.9,1872,59.27,85,53,19.73389839,51.81258272
102103,gm. Dmosin,3,44.37681926,6,3380.18,6.7,103,63.7,0,82.3,4537,93.71,78,45,19.78704936,51.90148218
102104,gm. Jeżów,3,47.69725098,5.8,4003.55,6.8,103,62.5,1732,80,3464,91.18,69,54,19.9539834,51.78951767
102105,gm. Rogów,3,48.01954733,4,2724.83,5.9,102,61.4,2387,84.4,4774,87.76,75,72,19.87077248,51.82877823
106101,m. Łódź,3,57.20614915,4.2,5462.86,7.7,120,67,2269,53.9,7153,94.98,132,2390,19.48025964,51.76649094
106201,m. Piotrków Trybunalski,3,54.0014897,4.1,4924.56,7.2,113,65.2,2425,61.3,25061,87.92,100,1118,19.70571426,51.41487826
106301,m. Skierniewice,3,56.18191295,4.8,4249.09,5.6,109,61.9,2199,66.9,6913,96.79,103,1398,20.1558736,51.95953748
120101,m. Bochnia,3,57.35243944,5.1,3211.28,4.5,108,64.4,1434,75.5,4301,91.24,115,1008,20.43142949,49.96949774
120102,gm. Bochnia,3,51.88981004,5.6,2698.54,4,102,58,4883,101.3,2170,78.21,72,149,20.40875127,49.98008199
120103,gm. Drwinia,3,53.05091333,5.8,3441.19,3.4,101,59.4,6535,96.1,2178,81.82,56,60,20.42762779,50.08354157
120104,gm. Lipnica Murowana,3,51.85945699,5.6,3100.86,4.4,97,57.8,2801,94.6,2801,89.46,63,93,20.51120746,49.84813406
120105,gm. Łapanów,3,50.96169387,6.1,3944.31,4.3,99,57.5,3967,91.9,1984,92.97,72,111,20.30484925,49.86377524
120106,gm. Nowy Wiśnicz,3,56.71255659,6.7,2884.58,4,99,61.1,6880,98.9,4586,84.76,72,167,20.46914143,49.901068
120107,gm. Rzezawa,3,52.68032882,5.7,3059.22,4.6,102,54,5559,91,2223,75.67,61,129,20.53944951,50.02122015
120108,gm. Trzciana,3,56.61008845,6.6,3402.01,3.4,103,59,0,104.1,1357,91.46,76,123,20.37313885,49.83438793
120109,gm. Żegocina,3,63.10252019,7.4,3995.19,4.7,101,60.1,1802,99.4,2703,78.09,68,155,20.43001277,49.81014883
120201,gm. Borzęcin,3,46.57493712,6.9,3549.79,7,102,54.9,4199,90.3,2799,82.12,54,82,20.71008837,50.06055473
120202,gm. Brzesko,3,53.07511575,6.1,2829.94,7.3,103,57.3,2135,85,6049,87.5,82,354,20.61253889,49.97612352
120203,gm. Czchów,3,52.07312227,6.3,3695.4,5.8,102,61.5,3271,95.2,3271,95.34,74,148,20.66343844,49.84265192
120204,gm. Dębno,3,54.19140761,5.8,3129.76,5.9,102,56.6,4869,94,2921,80.85,62,179,20.71593878,49.94557345
120205,gm. Gnojnik,3,52.51118846,6,3223.52,5.5,98,62.6,3945,90.9,2630,89.54,58,143,20.6170812,49.89288714
120206,gm. Iwkowa,3,54.18053245,6.2,3565.11,4.1,103,66.5,2107,98,3160,90.14,81,134,20.57618188,49.80571934
120207,gm. Szczurowa,3,41.76577042,4.2,2741.9,5.4,101,58.3,3221,97.1,1610,81.38,50,72,20.62637902,50.12460294
120301,gm. Alwernia,3,51.94452526,4.6,2430.47,5.2,103,56.2,4228,88.5,2114,86.15,86,168,19.5415996,50.0639089
120302,gm. Babice,3,53.0274233,5.2,2991.33,5.2,104,57.2,4537,95,1815,90.46,79,168,19.4236371,50.06041622
120303,gm. Chrzanów,3,54.22601102,4.7,2918.85,6.6,109,61.9,2279,64.5,5982,97.29,101,602,19.39623887,50.13610556
120304,gm. Libiąż,3,54.60664239,4.5,2710.15,5,106,56.8,2831,79.7,5662,89.83,79,397,19.32268207,50.09063802
120305,gm. Trzebinia,3,53.45455857,5.1,3092.49,6.7,105,59,3109,75.2,2443,88.27,96,325,19.48323724,50.17215581
120401,gm. Bolesław,3,37.02910959,7.2,2428.44,5.8,98,52.8,2752,98.2,2752,70.77,35,77,20.88335808,50.27075605
120402,gm. Dąbrowa Tarnowska,3,48.06672624,5.1,3024.91,10.2,101,55.7,2349,85.7,4228,82.37,67,182,21.02271084,50.17115901
120403,gm. Gręboszów,3,45.34118462,3.5,2638.43,6.2,104,49.6,0,93.8,1703,83.7,41,70,20.79006008,50.24728156
120404,gm. Mędrzechów,3,42.28611501,4.6,3074.71,10.6,104,56.7,1772,87.9,1772,91.74,36,80,20.9677072,50.27896608
120405,gm. Olesno,3,45.35233571,6.3,2541.33,10.2,101,53.3,7908,101,2636,70.27,45,102,20.91940421,50.21063816
120406,gm. Radgoszcz,3,47.33379501,5.5,3623.82,10.1,99,58.1,7417,84.2,7417,81.27,39,84,21.11741517,50.19328726
120407,gm. Szczucin,3,41.96925398,0,0,0,0,0,0,0,0,0,0,0,21.10822157,50.29805002
120501,m. Gorlice,3,50.8626281,4.4,2859.32,8.4,108,61.1,1651,66.3,7015,86.24,92,1192,21.16879859,49.66460909
120502,gm. Biecz,3,46.63650956,4.7,3225.65,7.8,103,60.9,3394,82.1,3394,86.72,55,173,21.21937411,49.73619191
120503,gm. Bobowa,3,52.84775465,0,0,0,0,0,0,0,0,0,0,0,20.94809275,49.7096452
120504,gm. Gorlice,3,50.01099465,5.9,2932.85,8,100,57.5,17153,95.5,3431,92.73,74,167,21.13831763,49.65088495
120505,gm. Lipinki,3,49.67272727,7.4,3299.18,8.7,104,58.2,3390,85.1,2260,87.9,54,102,21.30285505,49.66128059
120506,gm. Łużna,3,46.84985578,6.7,3631.47,7.6,96,59.5,4200,88.9,2800,87.34,52,149,21.05000757,49.69776974
120507,gm. Moszczenica,3,45.42355101,7.4,3252.08,6.9,100,61.4,4897,89.3,2449,86.57,44,130,21.08233586,49.73569331
120508,gm. Ropa,3,52.04867147,5.6,3777.22,4.7,98,63.4,2685,90.4,2685,90.82,100,109,21.0638951,49.57679927
120509,gm. Sękowa,3,46.07721046,4.8,4081.35,9.6,102,59.7,0,90.2,5001,77.49,71,26,21.28878855,49.55535879
120510,gm. Uście Gorlickie,3,42.2230442,6,4720.05,4.9,98,59.1,6805,88.1,1701,88.42,93,24,21.16081017,49.49142594
120601,gm. Czernichów,3,50.87561742,4.7,2784.28,3.9,103,56.9,2863,96.7,2863,82.54,97,170,19.65926092,50.01533238
120602,gm. Igołomia-Wawrzeńczyce,3,41.17263844,4.4,2915.76,2.2,103,58.5,3857,110.9,2571,92.61,72,123,20.26877316,50.10518554
120603,gm. Iwanowice,3,51.82814056,5.9,3238.09,3.3,98,61.5,4485,98.6,2990,93.85,85,126,19.97206593,50.22919267
120604,gm. Jerzmanowice-Przeginia,3,52.16098788,5.3,2872.89,3.9,101,59.8,3614,91.5,2711,87.67,84,159,19.72120876,50.21229062
120605,gm. Kocmyrzów-Luborzyca,3,52.27945015,4.3,2564.48,3.5,101,56.4,4981,110.4,4981,71.17,86,185,20.11285421,50.15341327
120606,gm. Krzeszowice,3,54.33307927,4.4,2773.83,5.2,107,62.1,3599,77.4,3239,86.22,96,233,19.61732002,50.13684902
120607,gm. Liszki,3,53.1681281,4.6,3019.34,3.5,104,56.5,2803,100.1,5605,81.21,102,233,19.75000293,50.04299462
120608,gm. Michałowice,3,57.17706532,3.8,3150.66,2.4,101,57.8,3327,125.9,3327,71.94,117,195,20.002548,50.15868577
120609,gm. Mogilany,3,59.283768,5,3289.65,4.5,105,58.3,4511,115.8,6766,74.36,133,310,19.89457802,49.94540982
120610,gm. Skała,3,52.27658029,5,3503.42,3.3,98,60.8,2619,96.4,3492,82.4,91,140,19.87179592,50.22300706
120611,gm. Skawina,3,53.70913725,4.9,3690.15,4.4,107,59.2,2699,77.5,1878,91.64,109,433,19.77798384,49.94843783
120612,gm. Słomniki,3,47.7245782,5.1,3371.31,4.9,106,59,2728,86.3,3410,94.41,93,121,20.08749685,50.24948882
120613,gm. Sułoszowa,3,53.72237717,5.2,3955.43,3.3,99,64.8,0,88.6,2918,92.43,56,109,19.75471052,50.26170306
120614,gm. Świątniki Górne,3,53.73153667,5,3914.43,3.8,102,54,9774,98.9,4887,97.14,119,480,19.9594226,49.94204093
120615,gm. Wielka Wieś,3,60.01835073,6,4971.51,2.6,104,57.8,3744,118.1,3744,73.1,124,233,19.82708417,50.15493212
120616,gm. Zabierzów,3,61.71289634,5.1,3905.78,4,106,60.4,3652,108.9,6391,87.4,122,257,19.76305638,50.11908891
120617,gm. Zielonki,3,62.08855041,4.3,3665.04,2.3,105,60.8,4256,122.1,7093,79.02,146,438,19.93675983,50.13903446
120701,m. Limanowa,3,59.3789131,6,4189.02,10,103,62.6,1164,84.1,15128,128.17,115,809,20.41384033,49.71382522
120702,m. Mszana Dolna,3,55.78275806,5.2,3681.87,9.6,109,64.3,1132,89.7,7924,102.6,104,292,20.07583308,49.68243501
120703,gm. Dobra,3,47.50621809,5.5,3741.06,8.2,100,60.2,4938,90.6,3292,89.23,64,90,20.22021772,49.6978549
120704,gm. Jodłownik,3,49.71638816,6.4,4002.12,7.8,100,63.7,2838,88.7,1703,87.52,68,118,20.2355822,49.78467833
120705,gm. Kamienica,3,50.55641157,5.3,3989.26,11.8,99,60.6,7803,87.2,2601,85.62,69,82,20.2960791,49.58974495
120706,gm. Laskowa,3,63.71575342,6.3,3791.54,6.4,101,64.8,4012,95,4012,85.7,66,111,20.499267,49.75913877
120707,gm. Limanowa,3,57.68095724,5.7,2832.91,10.2,100,60.5,12417,89.3,3104,71.91,63,163,20.44004385,49.71098414
120708,gm. Łukowica,3,55.24619394,5.8,3609.12,10.7,100,65.9,3286,90.4,3286,84.22,52,142,20.47534159,49.62180355
120709,gm. Mszana Dolna,3,51.33195939,6.9,3367.7,9.2,95,62,8726,94.2,2182,87.63,71,103,20.1151261,49.65508937
120710,gm. Niedźwiedź,3,41.11524164,8.7,3725.11,8.8,95,57.7,0,102.8,7257,90.27,67,98,20.09887475,49.59378234
120711,gm. Słopnice,3,56.14111498,6.3,3792.42,8.9,98,66.3,6541,93.8,6541,87.01,67,115,20.33293586,49.67369487
120712,gm. Tymbark,3,61.47623862,5.2,3489.03,10.2,104,64.5,3244,91.4,6488,87.28,80,198,20.31240275,49.73124778
120801,gm. Charsznica,3,41.12707896,4.6,2909.63,7.9,103,65.5,2524,88.3,7573,89.96,64,97,19.92067944,50.41330325
120802,gm. Gołcza,3,48.11507937,5.8,3469.66,5.3,98,59.8,6153,85.6,3077,92.02,69,68,19.91267859,50.32951775
120803,gm. Kozłów,3,37.60424564,5.3,2676.81,6.7,100,63.7,0,81.5,1572,85.08,55,55,20.01204711,50.47470664
120804,gm. Książ Wielki,3,44.24353399,5.4,3564.14,6.1,104,67.3,2606,82.7,5211,97.75,72,38,20.14970002,50.43978827
120805,gm. Miechów,3,48.31851806,4.8,2944.15,6,108,64.4,1983,75.5,3966,87.11,124,134,20.05573946,50.349756
120806,gm. Racławice,3,35.68683958,5.3,3857.53,4.2,97,64.8,2456,89.9,2456,112.35,73,42,20.21945997,50.33156733
120807,gm. Słaboszów,3,36.96574225,4.4,2577.01,6.1,98,69.8,3652,90.9,3652,81.95,55,48,20.23699368,50.38242613
120901,gm. Dobczyce,3,55.42552276,4,4524.12,3.6,102,54,2528,98.1,15168,84.74,98,228,20.08641376,49.87664941
120902,gm. Lubień,3,55.90739755,5,3000.69,4.6,103,62.1,5005,95.7,2502,88.28,70,133,19.95206949,49.68343162
120903,gm. Myślenice,3,58.14881603,5.4,3038.68,4.5,103,59.4,2900,92.9,8699,91.3,121,283,19.93935008,49.84729027
120904,gm. Pcim,3,57.0971564,4.6,3134.37,4.4,99,59.9,3661,92.9,5491,87.41,73,123,19.93658596,49.77393307
120905,gm. Raciechowice,3,49.14880833,5.9,4579.2,3.4,101,56.8,3116,93.2,6231,83.3,73,102,20.17187509,49.84003382
120906,gm. Siepraw,3,53.6769138,5.6,3977.31,4.7,102,56.6,8635,102.9,4318,89.57,108,271,19.99010875,49.9023641
120907,gm. Sułkowice,3,49.11508321,5.2,3010.96,5.4,104,56.1,3666,95.6,3666,86.69,84,243,19.80809259,49.84083577
120908,gm. Tokarnia,3,55.6554878,7.4,3087.15,4.1,95,57.1,8581,92.7,8581,88.17,65,125,19.86167518,49.73993999
120909,gm. Wiśniowa,3,56.07155764,6.8,3464.92,3.9,99,60.7,3629,98,3629,93.52,91,108,20.09381608,49.77983999
121001,m. Grybów,3,58.51882671,6.3,3078.43,7.5,107,62.1,1210,73.9,3026,110.5,75,357,20.95072389,49.61368065
121002,gm. Chełmiec,3,58.46390464,6.5,4991.46,8.5,99,56.4,9230,103.5,5538,90.89,77,247,20.67858369,49.65347322
121003,gm. Gródek nad Dunajcem,3,52.03005346,5,3614.43,6.2,97,63.8,9216,87.2,4608,79.44,54,105,20.73544097,49.75285418
121004,gm. Grybów,3,61.18235166,5.8,3509.18,7.3,99,63.8,12413,95.1,2483,83.67,61,162,20.94653971,49.6123176
121005,gm. Kamionka Wielka,3,59.38580165,6,3561.26,8,103,60.6,10140,99.4,3380,86.44,63,156,20.83071552,49.5783386
121006,gm. Korzenna,3,56.31691649,5.9,3714.06,6.6,97,59.8,7121,95.8,2035,87.35,55,133,20.82977635,49.69326691
121007,gm. Krynica-Zdrój,3,52.72957212,5.7,4756.71,7.7,108,61.5,2408,72.2,3372,86.12,121,116,20.99063987,49.43384002
121008,gm. Łabowa,3,50.65057961,7,4062.43,7.5,95,62.2,5921,97.4,2961,84.15,60,50,20.86966579,49.49848698
121009,gm. Łącko,3,53.5345184,5.4,3714.84,7.1,98,62.1,5396,87.3,4047,87.78,63,122,20.45639343,49.54318895
121010,gm. Łososina Dolna,3,59.58301934,4.9,3370.09,6.4,100,64.1,3592,105.6,5388,91.93,65,127,20.62942002,49.73717789
121011,gm. Muszyna,3,50.55850775,3.9,4122.12,7.7,104,60.1,3892,82.5,3892,89.61,88,83,20.89757341,49.36529445
121012,gm. Nawojowa,3,55.50532774,5.3,3283.82,8.2,102,61.5,4245,92.8,2830,80.97,64,169,20.74822672,49.53541162
121013,gm. Piwniczna-Zdrój,3,47.57385218,6.6,3404.86,8.1,103,57.6,5337,82.8,5337,86.41,86,84,20.74267658,49.43923177
121014,gm. Podegrodzie,3,56.73331218,5.3,4007.94,8.7,100,62.2,6425,91.9,3212,75.16,56,199,20.5707151,49.5926266
121015,gm. Rytro,3,53.91596639,6.7,3204.09,7.8,100,60.8,3857,91.3,3857,85.53,67,92,20.65122459,49.4769896
121016,gm. Stary Sącz,3,56.65871651,6.6,3401.73,8,101,57.4,4689,89,4689,86.42,77,232,20.61976238,49.52510328
121101,m. Nowy Targ,3,49.76417764,4.9,3130.59,7.5,110,60.5,1596,75.3,11170,94.8,141,656,20.03671623,49.49031602
121102,gm. Szczawnica,3,46.77761462,0,0,0,0,0,0,0,0,0,0,0,20.53689482,49.42839338
121103,gm. Czarny Dunajec,3,38.28373133,4.1,3483.36,4.8,104,57.2,5567,94,2227,95.78,49,102,19.84671743,49.43528836
121104,gm. Czorsztyn,3,45.71233345,2.9,3365.84,7.6,105,57.5,3789,108.1,1263,89.83,87,122,20.31116965,49.44825222
121105,gm. Jabłonka,3,48.52348027,5.3,3500.46,5.4,103,60.2,4567,99.3,3045,83.35,55,86,19.68093845,49.5052291
