TERYT,Rok,Frekwencja,MalTys,BudzM,BezPro,WspFem,WspObc,AptOs,PowUzM,BibM,WspSko,PodTys,OsbKM,WspX,WspY
020101,0,39.0881584,5.1,1940,10.6,113,52.8,2411,60.9,20492,102.43,113,1797,15.56109719,51.26070008
020102,0,31.62602492,4.9,1725,12.4,101,53.7,12289,104.6,2458,85.46,61,43,15.57423414,51.30858257
020103,0,34.09352684,5.1,1830,15.9,99,59.5,5586,83.6,2793,96.91,51,21,15.73585682,51.40781687
020104,0,29.62340877,4.9,1647,13.4,103,59.1,3682,82,2946,104,45,84,15.36723423,51.21381796
020105,0,29.74197361,4,3124,15.4,101,59.3,7064,71,1177,98.44,45,16,15.41624342,51.39110647
020106,0,32.40987984,6.5,2198,15,100,53,3845,79.6,1922,100.37,46,69,15.70164091,51.23682621
020301,0,39.80483239,6.4,1884,11.2,107,42.4,2659,57.6,17285,105.01,100,1955,16.05016649,51.66929681
020302,0,34.7605225,5,2145,14.1,103,58.4,0,88.5,1358,83.92,64,64,16.13669661,51.67087805
020303,0,34.91250534,5.2,3829,14.1,110,61.3,0,89.9,1568,92,60,49,16.04405245,51.59441221
020304,0,32.24463657,3.7,1910,16.1,104,60.9,4121,81.6,1374,94.46,51,32,16.04206008,51.73975478
020305,0,33.76770538,8.5,2027,21.4,96,61.7,0,70.7,1158,90.43,52,36,16.25901398,51.64523975
020306,0,28.65044248,8.3,1762,16.2,95,55.8,3529,84,882,106.52,56,52,15.94209636,51.67024279
020501,0,38.6556697,6.7,1721,15.4,108,48.4,2442,62.4,12208,108.56,108,1299,16.18641323,51.0681675
020502,0,34.10826968,3.9,1471,22.6,103,58.1,5531,71.8,2765,102.37,57,72,16.0735353,50.91995144
020503,0,27.71595125,6.7,1963,17.4,99,59.5,0,85.3,682,78.18,58,32,16.06545955,51.06240183
020504,0,38.94157235,5.4,1715,17.8,105,61.8,4054,74.4,1351,90.07,67,56,16.26469611,51.05772249
020505,0,30.60303128,4.4,1767,14.4,98,53.6,3853,86.7,771,85.2,65,38,16.13212976,50.99725415
020506,0,28.09583074,5.6,1749,15.4,101,60.2,2028,85,2028,95.15,68,45,16.3691441,51.10132379
020601,0,35.65391459,3.8,3976,13.1,117,49.8,2529,79.8,5058,128.37,198,133,15.7410351,50.76246715
020602,0,33.28657315,6,1454,11.4,115,53,2970,61.7,5941,93.96,114,318,15.84071756,50.78086277
020603,0,36.38032305,4.5,1544,11.5,110,48.9,3256,72.7,6512,98.98,118,150,15.58018073,50.83144457
020604,0,37.42519812,4.6,2403,12.2,115,50.3,3553,75.7,7106,90.02,155,94,15.46261155,50.81878773
020605,0,32.80839895,5.6,2003,13.3,104,51.8,4059,81.5,1015,88.63,101,70,15.90388844,50.89226571
020606,0,35.5532575,3.5,1598,11.3,104,50.6,6261,94.9,1565,65.27,88,66,15.73951159,50.95672318
020607,0,36.36022514,4.6,1784,10.2,107,53.9,9991,69.8,3330,97.46,81,113,15.83188171,50.84674116
020608,0,32.97112698,4.3,2473,13.5,106,51.3,7832,81.4,1566,94.06,102,95,15.70598894,50.81014186
020609,0,30.96172718,5.2,1702,13.3,105,50.7,5150,84.4,1717,90.74,77,47,15.5618927,50.89650967
020701,0,34.09229744,5.6,1567,13.5,112,56.3,3589,53,7178,103.69,98,1194,16.02657191,50.78244153
020702,0,34.22484134,5,1769,14,100,57.4,0,74,2178,91.45,59,55,16.01744075,50.7529555
020703,0,31.47547841,5,1533,14.6,105,53.4,5828,63.7,5828,101.65,60,84,15.96830492,50.69332947
020704,0,32.55690842,3.8,1914,18.8,101,58.2,0,65.3,1577,89.47,55,58,16.01929946,50.85592971
020901,0,33.45880743,7.1,1638,18.2,109,50.4,2885,62.6,7213,117.68,84,2712,15.93509013,51.27280109
020902,0,32.2113395,5.1,1691,19.8,99,60.4,0,85.3,2343,77.14,55,41,15.9025928,51.29055569
020903,0,35.84661784,5.8,2571,13.1,101,58,0,88.1,1465,95.38,58,43,16.08795025,51.15161342
020904,0,39.52839757,5,2571,12.6,104,56.2,5025,94.7,1675,88.83,82,54,16.27154275,51.23736755
020905,0,31.13989637,5.3,1964,8.5,124,54.1,4951,87.3,1238,98.54,65,58,16.24456715,51.14919992
020906,0,34.82617587,4.2,1759,12.5,105,54.6,6119,78.2,2040,85.25,70,71,16.10386872,51.25122289
020907,0,40.01028983,4.8,1957,13.3,101,50.7,3766,80.7,1883,98.45,87,73,16.38065997,51.26151812
020908,0,32.33364574,5.9,1856,13.8,96,64.4,0,78.5,1327,94.47,35,36,16.39781104,51.17184498
021001,0,37.56900268,5.1,1666,13.4,111,52.1,3181,61.2,4453,106.81,102,1381,15.28170914,51.11469933
021002,0,36.4993565,3,2307,14.9,117,53,2288,74.4,2288,125.23,122,220,15.31430886,50.91756195
021003,0,32.33294256,5.5,1768,18.8,103,59.5,5375,64.1,3583,87.03,56,103,15.27462561,51.01033571
021004,0,31.87562688,5.9,1836,16.9,103,54.5,0,84.6,2162,81.66,54,46,15.31448915,51.13998033
021005,0,34.71029062,3.8,1805,14.1,105,58.1,6865,67.5,3433,93.36,91,146,15.36089269,51.05762324
021006,0,39.69465649,6.4,1991,12.5,103,64.2,0,88.7,870,98.53,45,36,15.18306051,51.06387622
021007,0,38.70257038,4.4,2296,15.6,105,57.8,0,80.9,2253,101.94,57,91,15.18965349,51.1161799
021101,0,40.10890716,7,2191,6.8,107,43.8,2850,55.7,12826,102.63,99,1892,16.1956271,51.39967947
021102,0,34.1251658,4.7,2766,9.9,100,57.2,0,94.2,1112,75.38,75,38,16.1942235,51.36410307
021103,0,38.87164506,5.9,3305,11.1,100,61.7,7126,82.8,1188,102.05,56,33,16.32944881,51.51901222
021104,0,33.80969394,4,1857,11,103,53.6,5291,72.2,3527,101.87,67,64,16.39305379,51.39688804
021201,0,33.97283127,4.2,1445,14.6,107,56.4,5195,70.5,2597,97.65,72,156,15.43716818,51.04411821
021202,0,32.77054516,5.3,2160,16.8,99,55.5,5940,82,1188,104.39,56,46,15.54459945,51.0033203
021203,0,31.95569401,5,1819,15.7,105,57.4,6070,75,1401,102.89,65,76,15.59665549,51.11755826
021204,0,30.20325203,3.6,1883,19.1,109,57.6,9142,71.5,2286,95.41,58,49,15.39973763,50.91991883
021205,0,33.37751856,4.9,2084,16.9,102,52.1,4624,70.7,1541,100,54,54,15.67107652,51.01577486
021601,0,41.19604679,5.4,1622,13.1,102,55.5,4248,74.3,1821,97.78,62,57,15.96095437,51.40679739
021602,0,45.01032347,7.3,2163,16.9,101,58.4,3838,82.8,960,93.77,58,50,15.88568533,51.62214553
021603,0,30.89873731,6.2,2424,16,96,59.7,5289,78.2,1322,102.41,42,43,16.20162396,51.58038743
021604,0,35.62253211,6.2,4375,9.2,104,50.6,2604,58.5,6511,99.54,83,156,16.07778045,51.49993308
021605,0,28.78852436,6.6,1821,18.7,103,58,4429,73.6,2953,100.15,53,82,15.82121986,51.52119183
021606,0,30.3597978,6.4,2203,15.4,97,52,4371,91.3,1457,102.54,59,52,15.93589954,51.55656267
022501,0,38.56338028,6,2682,10.1,109,53.6,4427,65.5,4427,112.5,51,729,15.0458452,51.02469035
022502,0,39.27194861,4.9,1588,11.6,110,52.9,2205,63,6616,110.57,117,2086,15.01576921,51.1464599
022503,0,36.6032501,4.9,3915,13,104,51,4220,63.8,3165,102.15,70,186,14.93675865,50.9301487
022504,0,29.75228864,3.4,1845,14.4,103,55.4,4658,66.5,2329,100.43,78,84,15.08779034,51.24965452
022505,0,32.80153159,4.4,1742,14.3,100,56.1,5932,82.5,2966,89.93,45,62,15.08737383,51.06153094
022506,0,33.33795206,4.9,1761,19.1,102,57.8,4394,69,1757,102.17,66,26,15.16536828,51.34553536
022507,0,31.82340391,5.2,1931,16.1,102,49.6,0,89.7,1129,72.67,63,58,15.06996178,51.13616468
022601,0,28.33489535,3,1962,21.9,103,51.2,3964,57.7,3964,105.08,68,123,15.92292276,50.95486533
022602,0,36.72209716,6.4,1699,15.1,112,45.4,2758,60,16549,107.01,135,1439,15.91981927,51.12343295
022603,0,31.41304348,3.7,1763,21.7,100,56.8,0,90.8,1189,96.15,60,45,15.78700004,51.11238075
022604,0,31.43265565,3.8,1800,21.9,103,53.4,7849,74.7,1121,95.3,57,49,15.87236018,51.01592932
022605,0,37.33629301,5.9,1661,20.3,104,59.2,0,81.1,1140,93.47,40,47,15.84682856,51.20272271
022606,0,31.98034219,5.1,1826,19.5,103,57.3,0,79.9,1178,101.17,58,49,15.96537745,51.14090134
026101,0,41.67413465,4.7,2582,8.1,113,52.3,3001,63,9669,107.71,146,803,15.70813461,50.87093838
026201,0,40.15081582,5.2,2547,11.9,111,50.1,2518,62.5,6221,100.09,119,1879,16.16749897,51.20171474
020201,0,35.18310912,4.6,1504,19.1,115,55.1,3916,54.9,5221,100.6,86,865,16.60341523,50.67572721
020202,0,38.17227663,5,1608,17.1,115,54.7,2901,56.7,4973,100.21,133,1734,16.64930159,50.73120085
020203,0,34.55377574,4.4,1289,18,109,57.9,9523,63.9,2381,92.39,80,150,16.55293857,50.70538357
020204,0,32.58553001,3.8,1692,22.1,105,61.4,3402,61.7,6804,101.89,89,335,16.7559262,50.68294166
020205,0,38.9261745,5.4,1513,18.9,102,54.5,9442,85.2,1349,85.67,70,66,16.66022622,50.73413989
020206,0,34.6684618,5.3,1696,15.7,109,56.6,3627,85.3,1813,105.54,56,58,16.78211746,50.7964921
020207,0,34.85851896,4.6,1781,18,107,57.5,3026,68.4,1513,99.76,77,84,16.82196386,50.71536681
020801,0,38.26438849,7,2295,18.4,115,54.4,1708,57.4,2562,106.89,111,230,16.38319877,50.36921324
020802,0,40.3847689,5,1644,16.4,115,54.1,2836,61,5672,109.95,188,1134,16.64483997,50.43670362
020803,0,37.37187608,5.6,2096,21.5,113,55.9,3409,65.5,10227,100.98,106,301,16.25871541,50.45019519
020804,0,32.82431716,4.4,1367,17.6,109,56.6,3485,57.4,3485,100.55,107,659,16.52105806,50.57111914
020805,0,39.45158526,5.2,2650,18,120,60.2,3464,75,3464,125.32,148,402,16.50146226,50.39945336
020806,0,36.03275161,4.7,1573,19.2,108,52.5,4947,69.7,1413,98.49,104,59,16.63306461,50.29044365
020807,0,41.75920514,5.5,1614,21.6,104,54.8,8494,70.9,1133,84.28,70,67,16.65516594,50.43188818
020808,0,35.13905364,4.7,1748,16.1,112,55.4,2207,69.9,2207,96.45,127,75,16.83732747,50.34889145
020809,0,31.01109741,3.7,2115,26,114,57.2,0,67,1852,91.94,110,35,16.30068123,50.41212845
020810,0,33.80236649,4.8,1739,21.7,101,54.2,7562,77.1,1260,100.17,63,40,16.67990009,50.17345153
020811,0,30.63913471,5.6,1631,20,106,56.5,12246,69.9,1531,114.42,66,88,16.52038592,50.59700917
020812,0,33.4829088,4.3,2002,19.5,101,56.4,0,71.2,1883,96.05,72,67,16.44165206,50.50499349
020813,0,33.78950798,4.2,1692,16.4,109,51.4,3990,60.6,2660,99.27,101,54,16.91059803,50.26461663
020814,0,33.92472227,4.9,1718,22.9,103,46.5,3684,69.7,3684,85.11,81,55,16.43436933,50.41035814
021901,0,40.16362442,5.7,1817,12.3,111,52.6,2522,61.5,8646,105.27,133,2781,16.49095869,50.8441662
021902,0,34.07047261,5,1645,14.3,112,52.3,3310,58.3,23172,99.79,108,761,16.33275188,50.87157172
021903,0,31.31034483,4.7,1712,18.5,102,55.1,0,74.7,1093,100.28,65,63,16.23221795,50.93879077
021904,0,35.1245246,5.3,1484,13.5,109,55.2,5164,67.3,1291,98.94,57,153,16.43451128,50.90892263
021905,0,32.5865173,5,1573,13.2,104,58.2,6519,83.2,6519,97.38,63,68,16.62739659,50.87964807
021906,0,33.88324873,5.7,1772,16,105,53.3,3870,63.9,1935,99.62,97,187,16.3474798,50.96464756
021907,0,32.4742268,5.2,1691,13.4,102,54.8,7614,79.8,1903,96.15,76,73,16.47461444,50.80914509
021908,0,36.08476287,5.2,1914,13,106,54.2,4119,66.8,1030,98.03,79,140,16.52572686,50.95603329
022101,0,30.31408743,4.2,1768,18.4,110,59.3,3341,53.3,2785,100.48,94,619,16.20376681,50.75153712
022102,0,34.23423423,5.5,1641,16.6,112,59.5,5144,64,1715,90.75,85,294,16.33728982,50.72143927
022103,0,43.71245495,5.2,2291,12.6,115,63.1,1376,75.5,5505,75.51,197,370,16.23659789,50.79664069
022104,0,38.43657019,6.6,2200,14.9,105,56.4,4825,68.6,1608,112.43,71,73,16.13164784,50.76885096
022105,0,30.92635961,4.9,1600,17.4,108,56.1,4675,57.1,1870,97.54,100,151,16.36594498,50.67609531
022106,0,30.45743122,4.1,1922,17,108,59.2,3788,63.7,2525,103.99,93,99,16.21281033,50.68200589
022107,0,34.56977805,5.3,2081,14.7,105,52,4120,81.6,1373,81.88,80,47,16.18394922,50.83647582
022108,0,31.09976601,4.2,1808,22.2,105,57.5,5708,72.8,951,82.62,94,72,16.4133455,50.72965939
022401,0,36.57509969,3.5,1644,17.6,108,55.4,2823,77,1882,95.9,78,77,16.74851868,50.51142931
022402,0,28.52639874,4,1932,22.9,99,61.3,0,82.4,1600,92.54,53,41,16.92255047,50.66667395
022403,0,35.0174216,4,1715,18.5,106,53.2,4393,77.1,1255,95.23,62,91,16.90886414,50.51362698
022404,0,35.91690864,4.1,1757,17,103,54.7,0,88.8,1118,98.49,80,51,16.68358267,50.6012732
022405,0,38.71578947,4.8,1496,16.8,111,55.1,3873,68.8,2324,101.91,101,158,16.82994153,50.59656824
022406,0,32.30480279,4.6,1525,18.3,105,57.2,6099,73.4,2614,95.31,75,82,17.03375,50.59579684
022407,0,37.4779319,4.3,2095,19.4,108,55.7,4768,74.3,1192,96.5,107,63,16.84325817,50.44764636
020401,0,32.9055912,5.5,1757,17.1,105,58.1,6967,70.4,5225,99.11,69,78,16.54846356,51.67870963
020402,0,27.1801141,5.7,1891,19.9,105,65.6,0,81.2,1033,107.03,48,25,16.51541378,51.55746017
020403,0,32.19125543,4,1698,19.6,100,67.2,5146,74.1,2573,96.45,45,34,16.38917651,51.69157364
020404,0,28.45417237,5.6,1732,16.6,99,62.6,7460,74.5,3730,103.74,62,39,16.7133543,51.56741259
021301,0,35.53063457,4.4,1737,17.7,103,61.2,4647,84,1549,100.28,65,46,17.32626576,51.6111575
021302,0,31.65306449,5.7,1867,12.6,98,56.4,7964,79.9,2655,102.61,56,45,17.3776649,51.44833817
021303,0,37.80762974,6.5,1622,12.4,101,55.4,4861,76.9,2209,101.14,89,56,17.29220207,51.5242401
021401,0,38.91286168,5.8,1710,9.8,108,53.1,2462,59.4,9232,105.31,96,1763,17.38316198,51.20629767
021402,0,29.06847625,6.1,1524,14.5,106,56.7,5120,71.8,3413,97.05,62,70,17.51151939,51.1316836
021403,0,30.09814613,3.9,1849,12.9,101,56,6053,84.3,2018,104.67,81,46,17.33066615,51.29414798
021404,0,28.28456684,6.2,1787,12.9,99,56.3,4561,91.1,1520,99.2,44,43,17.68006664,51.21390867
021405,0,28.06324111,6.8,1926,12.7,103,57.5,2497,77,2497,108.39,67,56,17.64072408,51.38256885
021406,0,27.41709482,5,1808,12.2,95,55.2,0,83.6,2263,82.14,63,46,17.43663201,51.21271851
021407,0,37.12466593,5.8,1530,12.1,106,52.3,4089,79.1,5452,95.84,89,113,17.64955337,51.30220384
021408,0,29.27,6.1,1893,12.1,101,52.2,4296,79,4296,98.48,64,77,17.46827247,51.37335381
021501,0,40.88855717,6.2,1984,10.1,107,49.8,3863,60.2,7726,106.69,114,1130,17.29060933,50.94950221
021502,0,34.29558352,4.5,1547,12.6,101,58.7,5322,80,2661,94.48,53,56,17.14782902,50.90695178
021503,0,35.88519566,7.1,1730,11.1,102,42.9,3582,66.7,4298,97.74,83,128,17.40192632,51.03211576
021504,0,35.34793187,5.3,1931,10.5,103,58.7,6694,93.5,1913,77.82,59,57,17.30554718,50.92895918
021701,0,40.28673835,3.6,1819,12.3,100,58.9,2625,87.4,1312,104.43,53,53,17.006727,50.86471022
021702,0,36.0042735,4,1541,20.8,102,56.6,0,75.2,2329,80.44,56,47,16.93729653,50.76365342
021703,0,33.6847149,6.2,1612,22.8,99,62.6,0,74.4,5276,97.34,52,47,17.16782004,50.67869801
021704,0,36.11972789,5.2,1711,15.3,106,53.5,5420,68.4,3614,103.07,76,126,17.07097294,50.76885455
021705,0,30.37588893,6.1,1564,16.2,102,60,7377,81.4,1844,101.26,59,52,17.22565141,50.79723741
021801,0,29.64787448,5,1684,11.3,99,57.6,6894,81.5,2298,94.21,53,47,16.63675878,51.05615585
021802,0,28.96360928,4.7,1758,12.5,104,57.1,0,70.2,2990,90.29,70,114,16.49078996,51.18484959
021803,0,31.52687205,5,1822,10.9,103,55.3,5759,86.1,1920,90.95,75,64,16.77713689,51.18980842
021804,0,31.31991051,6.7,1954,10.5,105,52.4,6353,74.1,3177,106.17,101,89,16.60207603,51.16339618
021805,0,26.95868142,7.7,1915,14.3,101,59.7,5664,83.2,1888,92.11,73,51,16.45315667,51.04937513
022001,0,37.50178546,5.6,1578,9.4,105,53.7,3567,90.2,2973,98.25,103,116,16.8921648,51.28861894
022002,0,26.33785105,4.8,1664,15,99,55.2,4590,77,9180,92.74,59,58,16.91615109,51.38317596
022003,0,35.79393658,6,1451,12.5,107,52.1,3630,73.5,10891,103.62,98,109,17.10182081,51.35595552
022004,0,37.40445601,3.9,2875,10.7,105,49.6,7912,105.9,3956,92.56,95,77,17.02807549,51.23148401
022005,0,26.62181643,4.1,1684,15.4,98,57,5437,83,2719,86.06,50,46,17.21886296,51.3336104
022006,0,32.00650574,5.2,1573,15.6,104,57.7,5008,74,3005,100.95,70,51,16.92912334,51.48948361
022201,0,36.95586457,5.4,2034,10.6,106,52.7,4058,61,4058,100.2,76,172,16.72449295,51.28706863
022202,0,29.33062291,5.5,1689,16.1,102,65,8672,78.8,2168,91.94,54,35,16.59813946,51.45134959
022203,0,36.07197943,4.8,1603,12.8,105,56.5,3773,70.6,3234,102.27,81,68,16.60116505,51.33556531
022301,0,43.34898279,4.2,2016,8.6,102,52.8,3030,95.7,1515,97.21,77,108,17.25136078,51.07806751
022302,0,37.4866453,4.4,2080,7,100,52.1,5154,103.6,2062,92.7,86,97,17.21018856,51.18516759
022303,0,37.98906184,4.9,1840,9.3,102,57.5,3009,88.9,3009,94.58,43,53,16.85606332,50.85719872
022304,0,36.36952765,5.4,1946,11,103,54.8,3516,80,17582,98.71,85,100,16.81785478,51.03839434
022305,0,36.60137218,4.6,3438,9.1,104,53.7,2616,86.8,2180,98.85,89,88,16.92084518,50.96923615
022306,0,37.57015517,4.5,2041,11.2,104,59.3,3873,87.8,1291,101.13,65,46,16.6544266,50.96842304
022307,0,33.94693542,5,1627,13.7,106,54.7,3091,75.8,3091,95.59,91,91,16.76217593,50.90630733
022308,0,43.37547042,4.4,2165,8.1,108,50.5,4458,99.4,1672,97.74,103,136,17.13929945,51.02899243
022309,0,30.66985646,6.1,1551,10.2,101,52.4,7882,88.2,2627,87.18,85,66,17.03936365,50.96068529
026401,0,47.73744797,5.2,3367,7.4,114,49.2,2544,59.8,10257,30719,146,2172,16.99607331,51.12769193
040301,0,38.12596006,4.8,1904,8.3,103,53,6837,100,4558,90.89,131,112,17.90656084,53.08736717
040302,0,29.93171472,5.2,2078,11.8,101,60,7119,77.8,1424,98.54,67,57,18.25437417,53.17523135
040303,0,33.19406426,6.3,1706,9.7,104,58.8,9162,81.8,9162,99.47,68,70,18.144113,53.26614803
040304,0,31.09104921,4.4,1609,16.3,102,55.8,5801,73.1,2320,94.95,64,56,17.88717014,53.32937154
040305,0,29.83667284,5.3,2407,8.6,104,54.1,2688,88.7,4032,100.42,99,54,18.09261245,52.99862788
040306,0,43.66590089,5.8,2651,7.2,102,53.5,4318,117,2878,91.68,124,84,18.04716523,53.21095597
040307,0,34.29831007,6.7,1907,9.5,98,57.3,8945,77,4473,99.23,68,50,17.80540746,53.20444045
040308,0,35.45771507,5.7,1871,9.4,108,56.1,3208,63.4,8020,97.39,90,91,18.25242434,53.03515618
040701,0,36.85164177,4.9,1571,17.7,111,50.1,2974,54.9,7028,102.61,87,2542,18.2533406,52.78077677
040702,0,24.80334317,5.8,1829,20.2,99,58.9,5207,87.2,1302,106.33,61,35,18.48859958,52.77904079
040703,0,29.13182171,5.5,1589,18.2,102,55.3,4911,64.2,7367,102.75,54,82,18.42822341,52.88233714
040704,0,28.7031633,7.3,2011,19.1,103,59.9,11074,86.5,923,79.44,71,65,18.27649975,52.79319155
040705,0,31.07968911,5.5,1991,18.1,104,58.6,6812,64.1,3406,98.81,80,148,18.09221877,52.72589806
040706,0,31.8607848,5.8,1631,20.8,102,56.4,6681,63.6,2863,102.51,69,76,18.36620325,52.64747774
040707,0,31.68960245,4.8,1541,21.6,106,57,4986,69.7,4986,99.87,77,116,18.1045312,52.80137971
040708,0,32.40079931,8.8,1955,19.1,102,60.5,4596,83.9,1149,92.65,50,38,18.28873561,52.9239286
040709,0,32.01157742,4.9,1851,17.9,99,54.9,4483,81.5,2988,98.11,66,66,18.10669568,52.90900671
040901,0,30.73509015,6,1902,19.2,100,62.7,4711,84.9,1570,105.78,46,43,17.94424977,52.76344524
040902,0,28.73297353,4.1,1772,20.9,105,64.9,5040,83.6,2520,94.65,53,41,18.24668468,52.5359831
040903,0,34.7504241,5.9,1719,16.4,104,55.8,4976,73.6,8294,104.32,84,97,17.96841324,52.64084038
040904,0,33.22919921,5.1,1634,16.7,104,58.5,4126,70.5,12378,95.55,47,67,18.17485544,52.62715473
041001,0,32.57511136,4.9,2001,20.1,99,61.3,6871,72.3,4580,103.71,65,46,17.47304359,53.01520167
041002,0,32.95254833,5.7,2101,23.1,98,58.9,4568,72,3045,96.86,63,61,17.56613423,53.24288801
041003,0,35.57754274,5.3,1508,16.7,107,54.6,5354,63.5,3212,102.73,96,172,17.63637605,53.14336336
041004,0,36.40578635,5.7,1505,16.7,100,59.1,0,76.5,1019,95.23,60,46,17.42973204,53.16334076
041005,0,33.92009265,6.8,1583,16.2,102,55.2,4532,71.8,1133,95.47,69,68,17.71735439,53.01197745
041301,0,31.07954545,5.5,1903,17.3,100,61,3445,71.4,861,98.81,67,42,17.51779474,53.5427914
041302,0,33.36562525,5.5,1593,17.2,104,58.6,3980,74.2,3184,97.95,73,69,17.52914506,53.45258473
041303,0,33.55246523,6.1,2213,18.7,97,62.4,5084,73.5,1271,93.81,54,31,17.65790913,53.36565635
041304,0,34.92592956,6.6,1647,17.9,101,60.3,6501,71.2,4334,106.58,73,55,17.44344283,53.3497026
041401,0,32.68242549,7.9,1906,14.2,103,56.2,2558,82.8,2558,103.79,44,46,18.24799562,53.4240151
041402,0,30.41008344,5.1,1905,15.7,99,51.4,6870,79.4,3435,91.59,87,62,18.67199836,53.4958644
041403,0,32.46346555,5.1,1780,16.1,100,59,0,74.5,5027,101.58,40,47,18.32830139,53.5099518
041404,0,32.80189959,6.7,1834,13.7,99,57.1,7722,74,3861,98.34,51,50,18.48912376,53.52872198
041405,0,34.2020592,5.3,2166,15.5,106,62.2,0,84.1,4069,100.82,54,46,18.19719971,53.50913203
041406,0,29.63135248,4.7,1800,19,101,56.7,5377,63.2,3584,101.67,57,101,18.68978567,53.64181231
041407,0,32.3880597,6.8,2370,13.7,102,60.8,5307,75.6,2654,102.02,59,25,18.30493673,53.62469942
041408,0,34.30646738,5.2,1803,14.1,108,59.7,3085,91.7,4628,101.21,64,65,18.20533014,53.32925928
041409,0,33.83894713,5.7,2132,12.9,109,51.1,4699,62.3,2530,105.71,99,188,18.4298738,53.41184147
041410,0,34.61392164,6.8,1901,14.4,100,64.3,3481,76.4,3481,102.08,51,54,18.11424993,53.41722953
041411,0,29.33760256,5.2,1640,21.5,101,59,3244,74.7,2162,106.65,53,32,18.55103107,53.61424216
041601,0,35.88294652,6.1,2117,17.4,101,59.9,6427,80.3,2142,94.17,60,25,18.04650321,53.57585679
041602,0,39.84162336,5.5,1957,17.5,100,62.5,5194,83.3,1299,101.89,63,38,17.81492357,53.4858296
041603,0,34.13030484,7.4,1999,20.9,96,60.1,0,82.7,1091,95.49,42,40,17.71654033,53.56658761
041604,0,42.83084005,8.2,1950,14.5,96,64,5726,84.6,2863,98.12,58,35,17.98778009,53.46568657
041605,0,38.84615385,6.6,1925,16.5,98,64.3,5434,76.4,2717,97.31,59,31,18.1353879,53.7001834
041606,0,43.05086945,5.9,1704,16.7,104,58,4017,73.3,3348,103.17,84,84,17.88618805,53.65324147
041901,0,31.51231946,5.2,2030,18,102,52.2,7419,61,2967,101.74,61,123,17.97061185,52.86329951
041902,0,36.92722372,6.3,2125,22.1,102,63,5238,73.9,2619,96.17,74,39,17.80066851,52.76290542
041903,0,32.68409819,7,1621,20.1,103,55.4,4667,77.1,2333,95.65,70,71,17.5214587,52.76535918
041904,0,31.4414796,5.6,1719,18.8,97,56.2,4689,73.7,1876,98.58,73,56,17.89811964,52.95919181
041905,0,38.5250516,4.9,1803,19.6,102,60.5,6907,77.3,2302,94.84,67,39,17.67925362,52.70601724
041906,0,38.65554977,6.2,1516,18,104,56.3,3445,71.7,6029,102.87,80,96,17.70214414,52.85738967
046101,0,44.29334105,5.5,2235,7.3,113,52.5,2560,57,10169,102.85,128,2098,18.05258502,53.13129114
040101,0,33.74901807,7.3,1644,17.9,112,51.5,2475,64.9,6188,127.96,112,1726,18.69861776,52.87818011
040102,0,48.64781807,4.4,2140,14.6,122,61,1812,71.1,10869,107.41,138,697,18.79934845,52.88448769
040103,0,49.63099631,5.4,2293,22.3,102,56.4,2010,65.2,2010,97.24,87,204,18.88668409,52.83737431
040104,0,27.28173375,5.2,1610,19.7,103,60,10798,85.4,2700,77.4,69,82,18.66703085,52.85675421
040105,0,38.2313292,4.9,1615,15,99,65,4610,89.9,1537,103.69,70,58,18.80051627,52.7113073
040106,0,35.29853549,5.2,1757,17.8,96,69.2,3384,86.7,3384,108.1,66,50,18.72286309,52.79007761
040107,0,34.87268019,3.9,1622,15.1,98,58,3057,86,3057,80.51,68,93,18.81413964,52.84814928
040108,0,32.30101302,5.8,1884,19.9,100,56.2,4405,74.7,4405,115.34,54,81,18.85495383,52.79938485
040109,0,35.28428094,4.6,2213,14.6,102,67.8,3671,96,1836,104.7,59,48,18.62809589,52.74142752
040201,0,39.36515292,5.7,1964,14.4,110,55.4,3449,67.8,1724,113.63,107,1206,19.40056877,53.25507416
040202,0,33.45580731,7.8,2159,17.8,99,62.4,0,83.9,882,106.33,43,42,19.23335342,53.27733098
040203,0,32.63772955,7.7,1624,14.4,97,63,0,88.4,716,57.71,45,51,19.40958254,53.23779857
040204,0,36.63437388,6.8,1955,17.1,92,65.2,0,77.7,3606,105.31,40,38,19.60373899,53.30339063
040205,0,39.78779841,7.8,1930,15.6,100,68,3878,74.2,1293,109.51,72,32,19.65772534,53.19333823
040206,0,37.87015945,6.9,2339,16.5,99,67,0,86.6,651,108.81,46,55,19.56551932,53.24149085
040207,0,34.95625176,7.2,1949,19,105,65.9,9080,68,1816,100.39,58,68,19.19771584,53.3837081
040208,0,31.49779736,6.7,1716,19.6,102,73.7,0,80.5,819,97.36,45,54,19.40118079,53.15330285
040209,0,39.86591026,5.1,1966,15.6,99,73,5139,76.9,857,106.28,30,49,19.56884826,53.13402344
040210,0,36.98208287,6.9,1863,18.7,97,59.8,0,70.3,747,101.62,55,34,19.38908818,53.34867451
040401,0,34.64751487,5.1,1563,16.9,110,53.7,5107,56.8,5107,112.18,83,1474,18.42787685,53.34921452
040402,0,25.85717969,7.6,1666,17.6,98,65.6,0,85.7,1307,90.87,36,46,18.47933669,53.36157323
040403,0,33.13253012,4.8,1853,13.8,101,57.4,4296,84.9,2148,93.77,42,60,18.44015502,53.26465423
