TERYT,Rok,Frekwencja,MalTys,BudzM,BezPro,WspFem,WspObc,AptOs,PowUzM,BibM,WspSko,PodTys,OsbKM,WspX,WspY
60507,1,40.25839793,7.3,2060.37,10.1,102,75,4893,95.5,2447,95.32,47,49,22.21578313,50.75866453
60601,1,49.75562662,5.7,2170.04,9.1,111,52.1,2143,68.1,9643,111.45,80,458,23.16669737,50.98707264
60602,1,50.13630731,7.5,1817.62,8,102,67,5009,84.5,2505,97.4,34,71,22.94719264,51.07257875
60603,1,42.11618257,6.6,1573.33,7.7,113,76.7,1999,84.4,1333,91,28,41,22.98261779,50.95096264
60604,1,40.25312973,6.5,1792.69,12.7,104,68.6,4427,79.3,1771,94.41,40,64,23.14959363,50.89391275
60605,1,41.31939731,8.1,2534.49,9,103,63.7,9077,83,3026,74.48,35,60,23.1613643,51.00180708
60606,1,40.5217874,4.5,1794.62,10.4,102,77.3,4232,77.7,4232,99.1,27,38,23.35331101,50.9308239
60607,1,35.53270494,6.2,1848.12,9.3,104,79.6,4272,77.9,2136,101.29,31,40,23.06603824,51.05069895
60609,1,35.80633925,6.4,2023.57,11.1,104,82.1,3414,76.8,3414,103.29,29,39,22.95315448,50.86398553
60610,1,47.03832753,7.6,2068.21,11.4,107,70.3,4289,81.7,2145,93.49,52,44,23.34445572,51.00925735
60611,1,45.55731852,6.2,1901.83,10.1,108,81.1,2010,81.3,3015,106.5,39,46,22.84617914,50.90141427
60701,1,54.62666886,6.4,1941.13,9.8,110,55.1,1701,62.6,11910,104.99,79,1413,22.2077606,50.94280449
60702,1,42.83195443,6.6,2027.97,12.5,102,67.5,2323,76.3,2323,94.74,41,61,21.88755237,50.89338835
60703,1,46.006539,8.6,1823.27,8.5,102,63.4,5403,94.2,2702,81.72,37,62,22.0717632,50.95244478
60704,1,39.90301351,5.9,2055.98,12.7,103,67.5,0,92.9,7333,95.94,43,46,22.00071568,50.86226928
60705,1,47.35045806,6.5,1806.11,9.5,106,63.8,7043,91.5,7043,66.48,41,67,22.25146,50.90928173
60706,1,45.58282209,5.1,1888.68,9.6,102,72.1,6116,93,2039,109.46,44,83,22.3443397,50.84274702
60707,1,42.54354136,5.8,1719.46,8.1,97,67.7,3441,93.3,1376,100.22,37,66,22.15191572,50.8537309
60708,1,49.20634921,6.6,1870.11,8.7,103,68.7,2971,95,2228,84.21,38,75,22.1363699,51.01115062
60709,1,53.11059908,6.6,1734,7.7,100,65.3,5500,97.8,1833,114.39,39,67,22.31677349,50.99898556
60710,1,44.01202901,6.5,1891.2,8.3,105,71.4,2295,91.2,1722,98.89,46,69,22.40221258,50.93487102
60801,1,57.63038246,7.7,2077.59,8.7,110,44.6,1425,70.4,4561,109.52,99,1639,22.60901473,51.46048224
60802,1,46.79930796,9.4,1914.52,6.5,98,72.6,4249,92.1,1062,99.7,40,50,22.28528418,51.46736632
60803,1,37.89935268,6.9,2118.79,12.2,102,70.1,3089,83.3,2059,97.16,33,49,22.48617834,51.56532715
60804,1,36.45750596,5,2026,13.7,105,73.4,2904,73.5,2904,82.79,45,44,22.26716941,51.61986059
60805,1,42.03416766,5.7,1944.91,9.3,103,69.4,3207,87.1,1069,94.39,56,57,22.44811891,51.45251224
60806,1,43.81005174,7.6,2162.22,16.6,103,67.4,3346,79.5,1115,105.93,59,66,22.42302631,51.6529859
60807,1,47.44949495,6.1,2381.38,9.7,105,63.9,3487,87.1,747,75,47,66,22.586871,51.44004073
60808,1,40.70351759,6.2,1994.45,12.5,101,75.5,3138,72.9,3138,97.51,41,46,22.33858315,51.54293317
60809,1,45.29588766,6.5,2016.97,9.5,102,70.1,6357,86.1,1271,97.78,36,66,22.70709148,51.52590843
60810,1,47.67123288,7.3,2034.62,7.9,99,67.6,1861,75.2,1861,100.76,45,46,22.83454767,51.46240649
60811,1,44.37799043,9.2,1997.19,10.2,107,75.2,4108,81.5,1369,97.73,29,46,22.5954857,51.59553646
60812,1,50.31796502,6.1,2132.86,10.2,102,71,2420,83.7,1210,98.37,44,64,22.72419184,51.43566872
60813,1,44.90167516,7,2069.87,8.7,100,67.4,3371,78.9,1124,104.37,45,31,22.93972535,51.47657143
60901,1,47.37530357,7.9,1691.5,8.7,107,58.5,2307,82.5,2768,95.45,62,103,22.25621049,51.16620373
60902,1,49.83723958,5.5,2009.09,6.5,101,73.1,3759,96,1253,86.05,43,56,22.2734199,51.07052078
60903,1,42.2536666,6.7,1862.93,7.4,106,68,3072,77.4,2048,96.37,54,84,22.54126676,50.99738014
60904,1,46.70203613,7.3,2057.1,5.5,104,64.1,2988,90.1,2241,98.04,50,87,22.34664105,51.36925558
60905,1,52.17917676,6,1926.06,4.1,104,57.3,0,99.1,7780,88.48,67,121,22.61507616,51.16529221
60906,1,37.30647578,7.1,1871.88,6.1,105,66.5,7586,86.9,1897,107.44,49,58,22.63723821,51.08540165
60907,1,52.56327756,6.3,1990.75,3.9,103,58.6,4204,98.7,2523,75.71,67,111,22.40340699,51.29773995
60908,1,55.96594051,5.6,1859.63,4.1,105,59.5,2858,110.8,2858,62.74,73,123,22.4179471,51.21728442
60909,1,39.18142652,6.7,1762.42,5.7,106,76.9,2447,79.5,1224,94.79,47,38,22.72232886,51.0055921
60910,1,51.26837364,6.1,1827.26,7.3,105,62.7,2220,96.4,2775,103.9,53,104,22.38854605,51.11790164
60911,1,50.41829336,6.1,1974.09,4.9,104,55.8,3359,92.4,3359,86.83,57,119,22.55502686,51.34517978
60912,1,45.35622318,6.8,1739.36,5.9,102,61.7,3819,81.3,1910,90.21,56,70,22.45991031,51.06532118
60913,1,42.24847079,7,1739.69,7.9,105,68.9,5954,86.4,1985,100.25,38,74,22.24315385,51.23615732
60914,1,53.53949875,6.9,1765.27,4.4,101,57.7,2443,87.7,3258,64.46,55,134,22.69228948,51.28372203
60915,1,46.93877551,6.2,1846.74,6.6,105,81,5073,77.8,1691,100.84,40,45,22.68860709,50.91356372
60916,1,44.8263119,7.6,1770.74,6.6,105,79.8,3173,82.1,1587,94.91,34,42,22.56451712,50.89664267
61001,1,40.96901216,9.1,1990.96,10.1,105,63,3757,82.4,3757,92.35,38,51,23.13969917,51.30635864
61002,1,38.05379747,6.6,2174.09,9.3,97,65.5,4978,87,1245,94.72,34,41,22.95405322,51.37483373
61003,1,52.41229207,6.5,2013.89,6,104,38.4,2263,66.9,4148,95.88,56,331,22.86534317,51.30464149
61004,1,38.55355424,6.7,1925.1,9.8,103,62.2,4642,72.4,2321,94.24,36,80,22.94618404,51.22389096
61005,1,50.125,6.4,3690.14,5.6,105,65.3,4993,87.9,2497,123.94,58,55,23.00878051,51.29746516
61006,1,42.58174719,6.7,1889.56,7.5,101,63.3,2723,86.7,1815,95.62,48,65,22.75503437,51.35522467
61101,1,55.61763386,8.1,1857.23,7.7,107,53,2033,69.3,7624,107.5,109,853,22.38072751,51.92908705
61102,1,55.5191768,5.9,2305.01,4.7,105,58,1355,67.1,2709,118.97,78,296,21.95799527,51.95861383
61103,1,45.22839374,6.7,2286.62,8.5,104,73.5,5713,84.6,2857,107.53,48,58,22.21124081,51.71604218
61104,1,38.24706177,8.9,2269.23,8.3,99,71.7,5210,81.2,3473,103.03,53,65,22.12515805,51.79195039
61105,1,46.89682858,6.5,2717.3,8.2,98,66.5,0,88.3,1391,88.86,51,54,22.34423867,51.94172393
61106,1,39.65567552,8.2,2166.2,7.6,106,79.5,0,85.3,2076,95.73,29,54,22.31643982,51.68988455
61107,1,51.6120437,7.9,2298.51,8.2,98,74.6,9706,91.4,2427,100.24,48,60,22.19255778,51.88245529
61108,1,41.61444345,6.6,2316.8,5,98,77.4,0,83.1,2806,97.18,43,49,22.01526543,51.9531126
61109,1,51.81140579,7,2376.46,4.8,97,77.5,7559,88.2,3780,105.43,36,54,22.5241518,51.99599622
61110,1,42.34397678,6.8,2227.54,8.2,97,71.2,6957,84,2319,99.27,37,64,22.33714178,51.77977351
61111,1,40.57129024,5.7,1932.35,6.1,96,78,0,88.8,5179,94.99,46,43,21.9795507,51.85527306
61201,1,43.09982821,8.4,2106.93,15.6,100,69.3,6782,81.6,2261,102.98,61,63,22.15085528,51.09479232
61202,1,38.13412092,7.1,1960.93,14.8,106,68.4,6965,73.1,1741,103.23,40,49,21.908386,51.02005142
61203,1,37.4067937,7.5,1934.9,15.3,100,63.9,3093,72.2,1547,96.28,33,65,22.0026363,51.24180874
61204,1,40.12502894,6.6,1897.05,12.9,107,69.7,5197,85,1039,87.77,36,48,21.84800967,51.15334201
61205,1,43.78284924,6.8,1907.02,15.2,107,60.7,3550,75.2,1972,99.44,69,92,21.9845734,51.11631603
61206,1,47.4137244,6.2,1838.82,13.1,109,54.2,2989,64.3,2135,93.58,61,177,22.09847826,51.20960234
61207,1,44.4388271,7.5,1840.09,12.2,101,71.4,2418,81.5,4835,113.11,38,62,21.88660488,51.25019104
61301,1,41.84914842,8.3,2150.42,13,105,68.1,3980,76.2,995,85.04,51,21,23.03847469,51.59357919
61302,1,50.6752609,5.3,2116.05,8.8,98,72.5,4104,85.3,1026,101.65,38,37,23.06707998,51.70668975
61303,1,44.41105769,6,1808.32,9.3,101,71,0,79.9,1380,97.11,37,35,22.91553741,51.72256133
61304,1,48.36399154,7.4,1887.75,9.7,106,58.5,2108,72.8,3689,99.28,75,101,22.89510723,51.6141365
61305,1,42.49037227,5.9,2026.5,9.5,108,71.8,1804,82,902,97.52,44,17,23.22505032,51.66370939
61306,1,44.24667837,4.2,2027.91,9.2,99,71.6,4843,73.7,1614,94.02,33,44,22.76580559,51.62302797
61307,1,39.85859479,5.8,2653.19,12.2,102,61.1,2638,70.4,879,96.23,47,15,23.09283412,51.4981378
61401,1,59.07438818,6.5,2496.58,6,113,59.7,1829,55.7,5487,104.3,105,978,21.97628975,51.4255092
61402,1,45.73099415,6.4,2069.42,7.3,106,73.3,2082,88.5,1388,98.6,47,49,22.16994023,51.54099014
61403,1,47.67875297,7.7,2061.01,6.7,97,59.9,3615,76.1,3615,101.94,76,46,21.88893272,51.33766862
61404,1,46.62047989,4.9,2373.25,6.4,104,68.7,3487,74.4,1162,90.46,93,96,21.99275392,51.3211341
61405,1,48.31522487,6.6,2252.72,6.2,102,65.1,4527,90.8,2263,89.62,53,101,22.07471339,51.40520456
61406,1,46.13808323,5.4,1856.48,8.5,104,58.9,2618,88.4,1964,94.48,75,78,22.1755225,51.40305064
61407,1,49.79406919,5.9,1965.54,6.9,100,65.6,3028,81.6,1514,91.98,47,75,22.25710056,51.38435771
61408,1,53.46582647,9.1,2224.33,7.4,114,63.5,1575,80.6,1350,103.44,82,150,22.22926077,51.30349969
61409,1,46.13933881,5.5,1856.12,6.5,104,64.7,5663,79.8,2831,88,56,70,21.89529697,51.45345237
61410,1,44.18904959,7.2,1956.19,7.8,101,65.7,4930,79.4,1233,98.12,57,78,22.12432319,51.30357038
61411,1,48.22247706,8.1,1852.34,6,103,68.3,3302,90.5,734,98.04,43,51,22.05788166,51.50879098
61501,1,55.8315254,7.3,1919.76,8.8,107,50.7,2007,70,5353,105.31,85,832,22.62777688,51.77709771
61502,1,43.15293153,7.2,2187.18,9.6,99,68.5,3063,88.7,681,101.39,46,55,22.49660046,51.7293947
61503,1,53.34767411,8.5,2024.38,8.9,97,69.7,4615,85.6,4615,107,43,43,22.64444414,51.67035533
61504,1,46.6435882,8.5,2039.67,7.2,98,72.6,8470,90.1,1694,95.62,56,57,22.66653103,51.90348521
61505,1,46.97318008,5,2306.73,6.2,101,77.6,2334,84.6,1556,107.82,37,34,22.95983298,51.83087489
61506,1,46.15632036,7.5,2019.23,9.2,98,65.3,8024,94,2006,94.82,54,52,22.62099325,51.79434967
61507,1,49.7328489,8.7,2121.49,7.4,96,76.5,2996,92.6,2996,104.83,39,56,22.4718457,51.83436133
61508,1,43.32313965,7.5,1908.99,9.8,100,67.3,7170,83.5,3585,97.6,46,40,22.79245185,51.76472815
61601,1,53.88615406,7,2145.92,5.8,96,52,1616,61.6,4444,107.57,69,464,21.87355984,51.57176334
61602,1,47.19959267,6.7,1967.88,8.7,98,77,3644,91.7,3644,99.42,38,51,21.96992489,51.73582458
61603,1,46.21235169,12.5,2149.31,7.4,96,66,4243,88.9,2122,102.45,37,59,22.1038675,51.66283733
61604,1,51.72638051,7.8,1784.97,8,103,59.7,2921,77.3,2272,104.3,74,126,21.94932831,51.63020322
61605,1,49.02091678,5.4,2161.68,7.4,103,68,5417,75.4,1354,94.21,44,47,21.74559375,51.60844164
61606,1,48.90784983,4.9,2151.13,8.1,103,66.4,3508,79.2,3508,105.36,56,42,22.11831374,51.60201382
61701,1,57.85367025,6.8,1881.24,6.6,108,50.1,2005,58.3,3645,103.8,78,1970,22.68541181,51.21913988
61702,1,46.21106462,6.4,1830.28,7.7,106,60.3,8608,88.1,2869,70.4,60,91,22.78743709,51.22700185
61703,1,43.52517986,7.3,1976.55,7.7,108,64.3,2673,74.4,2138,100,54,63,22.80504855,51.13448546
61704,1,40.72468256,3.5,1843.56,6.6,109,73.9,3850,76.5,3850,84.17,27,39,22.85250098,51.02322706
61705,1,36.6971226,7.3,1805.25,10.9,104,63.3,3077,75.8,3077,92.55,36,110,22.98930538,51.14500402
61801,1,52.04447844,6.2,1891.93,10.1,111,53.5,1431,80.8,10017,123.1,152,1507,23.42744562,50.44961192
61802,1,43.42485549,7.9,1943.09,15.3,99,57.8,3461,77.5,1731,96.02,48,103,23.42848984,50.37621624
61803,1,41.30217028,8.2,2101.73,9.3,100,78,3552,89.5,1184,102.98,44,33,23.60496834,50.44070971
61804,1,43.44290071,6.8,1888.45,10.2,102,74.9,1787,80.8,1191,95.47,51,49,23.40595182,50.57711955
61805,1,33.47107438,9.3,2769.35,18.6,99,62.1,3295,73.2,3295,91.05,50,32,23.56880919,50.34101993
61806,1,40.55147059,6.5,2277.44,10.1,105,67.7,3226,87.1,6452,112.9,46,50,23.7186608,50.52894264
61807,1,40.35274118,5.9,1943.96,13,99,67.6,2820,77.6,806,89.2,47,60,23.55692568,50.54417516
61808,1,42.63967357,7.7,2076.7,13.4,98,67.4,3875,82,1550,99,55,41,23.20451031,50.42859611
61809,1,41.2239826,6.5,2104.79,15.8,99,69.8,4044,77.7,1348,94.27,42,49,23.39662524,50.52491443
61810,1,44.61371055,10.4,1889.7,11.8,96,69,4357,95.1,2179,93.31,45,39,23.87123776,50.53041021
61811,1,41.21319199,8.9,1682.47,10.3,100,65.5,10867,92.8,2173,71.82,46,64,23.43149938,50.45481892
61812,1,36.90429303,6.6,1940.52,9.1,102,71.4,3028,89.6,1211,97.88,59,47,23.66813473,50.6259798
61813,1,34.52852154,8.2,1979.31,15.7,101,61.5,5110,80.5,5110,98.18,37,35,23.81120464,50.43964201
61901,1,49.52460384,7.1,2060.41,12.6,108,47.7,1231,66.3,4515,122.44,92,754,23.52913418,51.53972235
61902,1,41.42489901,7.1,2143.6,10.1,97,72.6,0,93.5,1652,91.71,46,24,23.46480237,51.69772275
61903,1,37.8913738,7,2312.62,10.3,98,62.1,3896,73.8,3896,97.33,41,22,23.41579862,51.41262882
61904,1,41.22222222,6.2,2241.48,16.1,99,64,2190,72.1,1095,94.81,43,17,23.2725425,51.49442986
61905,1,45.80684226,8,2292.52,10.8,99,69.8,1994,85.7,1994,104.79,44,23,23.18672455,51.40684331
61906,1,42.75499474,8.3,2298.09,14.2,99,64.8,0,78.8,1008,65.8,43,25,23.52605504,51.52909389
61907,1,39.49778434,5.7,2350.19,15.2,104,62.8,2053,68.8,4106,101.15,37,27,23.59914795,51.35272786
61908,1,39.56989247,6.3,2116.19,14.1,104,67.9,0,76.6,1381,89.84,37,13,23.34687096,51.56546214
62001,1,42.62748053,7.6,1852.46,9.5,101,71,5044,77.5,1681,92.57,54,46,23.18553661,50.59947753
62002,1,36.10232068,6.2,1774.9,10.6,102,76.5,4602,83.3,2301,100.65,35,36,23.5460386,50.83162294
62003,1,51.44846171,7,2199.3,10.9,102,73.7,2740,86,2740,95.29,43,44,23.50595316,50.63754637
62004,1,49.4301245,7.4,2164.37,9.9,100,67.5,2426,82.9,3639,99.48,61,57,23.20541939,50.5354888
62005,1,50.54605399,6.2,1956.99,9.3,106,67.4,6276,94.5,1255,93.94,49,72,23.35846267,50.65547902
62006,1,37.32038049,6.2,1866.32,12.2,104,74.1,6112,84.3,2037,94.19,35,39,23.55337317,50.7406358
62007,1,37.51532489,6.6,1879.04,9.7,104,73.7,5937,86.1,2969,94.84,31,53,23.05639571,50.80586715
62008,1,40.92160822,4.5,1671.93,6.8,101,74.5,3213,86.8,3213,99.45,38,58,22.83706133,50.70783233
62009,1,46.38399413,6.2,1945.9,9.2,101,61.3,6746,93.9,2249,109.03,52,60,23.39564782,50.74322313
62010,1,42.12952799,8.5,1922.62,11.7,101,80.7,2769,82.7,5538,94.06,46,40,23.36379313,50.84919879
62011,1,47.53228782,6.7,1997.97,10.1,102,72.7,5439,89.5,2720,95.66,42,56,23.21597845,50.82141104
62012,1,38.6864813,8.3,1800.91,9.2,109,79,0,83.6,1700,85.93,35,55,22.95530322,50.7586322
62013,1,42.91765678,6.1,1917.4,9.5,106,64.7,2387,79.4,5967,96.62,49,97,23.01359149,50.69620925
62014,1,47.58428704,7.6,1747.67,10,105,59.9,6914,98.9,1886,82.68,65,106,23.20660564,50.70581984
62015,1,42.14446562,6.4,2239.03,7.7,105,66.3,3608,73.1,7216,96.69,65,47,22.99884393,50.61212187
66101,1,56.87121296,6.4,2770.97,9.6,108,47.6,2311,68.5,8255,105.19,88,1170,23.14201903,52.03000645
66201,1,52.3954782,6.3,2646.16,9.9,112,49.1,2118,61.3,16946,104.63,80,1921,23.48353994,51.13586858
66301,1,62.84102271,6.5,2867.9,5.5,117,49.6,1852,58.9,8795,103.7,109,2386,22.55662478,51.22575414
66401,1,54.13899299,7.5,3362.02,10.1,111,50,1544,65.7,7375,105.54,115,2188,23.25862833,50.72080917
80101,1,50.5194526,5.9,2845.65,3.4,106,52.1,3532,63.4,2944,99.26,120,383,14.63812884,52.61470253
80102,1,45.0594426,7.1,2157.97,5.4,103,53.5,6783,97.2,6783,85.6,96,61,15.09407621,52.68378938
80103,1,44.83287858,7.6,2365.14,4.9,101,51.8,0,100.1,7642,91.89,95,45,15.29236812,52.65470987
80104,1,53.54864434,7.7,3086.49,5.1,100,47.6,0,98.3,2217,70.9,104,28,15.26855525,52.82938634
80105,1,41.82401813,6.2,2206.8,5.8,98,55.8,0,81.7,1684,93.63,71,33,14.98341228,52.7989201
80106,1,42.65770424,6,2171.04,4.9,102,52.2,7666,85.9,3833,80.66,80,45,15.43891174,52.74680497
80107,1,44.25634825,5.1,2212.82,8.2,106,57.8,4343,79.7,1861,92.55,80,47,14.87650375,52.67954633
80201,1,49.58225508,6.3,2123.52,15.5,111,50.6,2102,68.4,8407,105.73,143,813,14.73722641,51.95540412
80202,1,41.14219114,6.6,3001.31,12.9,106,53.3,0,74.9,1562,110.76,63,17,15.056533,51.92900728
80203,1,37.25490196,6,2178,9,102,52.9,0,69,1309,95.14,54,13,15.16873729,52.16325911
80204,1,40.97944684,5.4,2198.35,14.3,93,50.7,0,75.2,1274,91.18,66,30,15.19226015,51.99049948
80205,1,38.1405177,6,2095.25,18,100,57.6,0,84.3,1037,85.89,64,19,14.7908122,51.93126094
80206,1,49.91998933,7.6,2123.65,10.4,105,47.4,3683,67.5,2302,101.02,114,87,15.06746259,52.05615054
80207,1,28.76068376,5.9,2098.78,16.1,99,60.5,0,78.8,1484,95.11,65,14,14.93201199,52.12820763
80301,1,37.68308921,6.2,2426.79,11.9,99,54.7,4626,76.6,1157,87.22,64,19,15.39707423,52.52187152
80302,1,52.00409596,6.9,2162.09,9.7,106,52.1,2251,66.5,1769,98.43,133,79,15.57187043,52.42975787
80303,1,43.35725158,8.6,2353.75,10.2,95,46.8,5614,74.8,1404,98.76,79,30,15.67791992,52.57947722
80304,1,43.92523364,5,3180.5,12.5,106,54.3,4204,83.5,2102,90.82,76,24,15.77727148,52.48604962
80305,1,49.80103462,5.9,2591.42,9.2,104,48.8,2128,67,3192,96.64,103,45,15.57205718,52.65209557
80306,1,46.47230321,7.4,2344.89,9.4,101,52.7,6302,80.2,1576,100.67,111,36,15.77307123,52.3540797
80401,1,53.65690884,6.8,2290.19,9.1,111,52.9,2879,58,8060,105.78,91,1849,15.71346345,51.80050259
80402,1,45.96080306,4.8,2645.05,11.3,102,52,2702,73.7,5404,97.58,61,103,15.80804551,51.71603617
80403,1,41.96463654,5.5,2257.47,11.3,103,55,0,77,3251,101.3,46,40,15.93725149,51.9628243
80404,1,43.19803393,5.8,1845.32,14,106,57,5317,68.2,1772,95.43,69,89,15.57090832,51.75862938
80405,1,43.79263302,9.3,1995.11,11.3,103,53.7,0,90.7,1104,72.29,56,38,15.79859296,51.83328337
80406,1,45.02304147,8.2,2222.5,12.6,101,57.6,2771,70.9,2771,100.25,52,72,15.70929914,51.68692976
80407,1,45.47239799,6.3,2287.31,10.7,98,54.1,6247,87.5,3124,86.55,61,68,15.69075679,51.8578286
80408,1,41.87192118,5.9,2387.31,13.8,103,58.3,0,89,1188,100,52,39,15.8851017,51.76636819
80501,1,39.3945057,7.9,2178.1,9,99,53.6,3400,77.6,1700,99.61,79,24,14.79041288,52.20005648
80502,1,43.8752784,5.3,3911.09,8.9,101,58.6,0,69.8,1038,105.11,71,29,14.69983941,52.50139454
80503,1,45.65522777,5.1,2771.78,6.8,102,52.8,6315,73.1,3158,98.21,85,32,14.90510388,52.45448131
80504,1,46.9140625,6.8,2635.86,7.8,101,53.5,4934,70.4,3289,101.23,107,52,14.78109518,52.36419665
80505,1,55.24879823,6.6,2338.1,10.4,109,46.9,2157,63.5,1494,97.86,175,105,14.62897885,52.36025982
80601,1,39.76412603,7.6,2407.45,16.8,102,56,3475,68.5,3475,99.55,83,20,15.83129532,52.9963366
80602,1,46.82551109,6.1,2101.17,11.3,105,56.2,4295,71,1322,100.44,101,43,15.80942603,52.80321548
80603,1,43.71402605,7.5,2508.86,10.1,103,58,0,81,2066,106.08,69,53,15.68923052,52.84509219
80604,1,44.06561135,6.6,2195.71,12.1,104,51.3,4350,64.7,3480,97.56,86,55,15.49951554,52.91371819
80605,1,42.91279592,7.7,2248.62,12.6,100,58.8,4413,80.1,2207,96.48,63,44,15.5662191,52.79917345
80701,1,41.7405765,6.2,2283.38,7.1,94,59.7,4575,93.4,1525,100.31,70,24,15.06637039,52.58209177
80702,1,45.96645367,9,2792.23,8.7,103,49.6,3102,80.4,1551,92.75,92,24,15.22814866,52.52301234
80703,1,45.52964043,5.8,2539.94,9.8,102,56.3,4738,81.6,2369,94.05,84,30,14.83141968,52.56883707
80704,1,48.32900841,6.2,2126.54,6.2,104,54.9,3230,67.1,2307,98.88,83,50,15.17664588,52.43138181
80705,1,39.75468975,4.5,2464.97,7.5,100,56.1,3392,71.6,2261,96.04,83,18,15.03772294,52.30641148
80801,1,41.52249135,6.8,3020.49,5.4,95,57.4,0,80,1681,95.62,86,27,15.40634022,52.29250828
80802,1,43.23809524,6.7,2477.13,7.2,99,53.6,0,78.4,2583,93.33,122,26,15.27168514,52.28573345
80803,1,42.71012007,5.1,2273.37,6.6,102,63.7,0,77.1,2792,92.64,73,31,15.42367059,52.1612579
80804,1,42.54901961,11.9,2339.22,5.2,108,55.7,0,83.1,1308,94.7,73,35,15.68256936,52.23922357
80805,1,51.31302079,7.5,2506.08,4.3,109,52.5,2704,64.3,2974,103.29,137,131,15.54518718,52.2537769
80806,1,49.75505205,8,1798.54,2.4,108,54.1,2773,76.4,2773,97.45,99,88,15.79715465,52.26023789
80901,1,51.07033639,5.2,3003.7,3.3,100,55.9,3260,77.9,1630,99.19,79,70,15.80088471,52.15724698
80902,1,42.49249249,4.8,3273.89,7.7,98,57.2,0,81.9,1704,93.08,45,33,15.82767171,51.96544037
80903,1,48.24619457,8.3,2524.88,8.4,103,50.1,4772,78.4,1909,97.17,73,49,15.36494704,52.03810206
80904,1,42.50499667,6.2,2335.25,5.8,105,54.9,5795,83,2898,93.58,74,45,15.85904151,52.06020464
80905,1,46.34083601,6.5,2274.78,8,102,51.2,4662,74.5,3108,91.75,57,36,15.27867964,51.81273873
80906,1,50.86062233,5.4,2410.2,5.1,106,49.5,3299,70.8,3299,99.23,96,112,15.59646185,52.09260444
80907,1,55.14606742,6.6,2930.83,6.5,100,50.2,0,96.4,2978,73.62,80,37,15.34643718,51.90689908
80908,1,34.6914557,7.9,2308.12,7,99,55.8,3251,80.6,1084,99.55,47,40,15.7129072,52.02383661
80909,1,48.19769602,5.9,2302.11,7.3,102,55.2,0,89.5,3595,109.8,69,38,15.69849906,51.94310533
81001,1,38.65516001,5.4,2233.13,17.9,108,56.4,1709,57.1,3417,97.5,88,143,15.08157272,51.45369917
81002,1,53.05486855,6.5,1941.02,10.4,109,48.8,2650,60.4,5301,102.59,125,656,15.30548831,51.60959747
81003,1,40.28159341,7.4,2306.29,13.3,99,55.7,3700,84,1850,98.32,49,30,15.4129742,51.7175984
81004,1,42.39168111,7.8,2348.93,13.1,104,55.1,3550,69,2367,98.23,87,46,15.20333811,51.50878483
81005,1,42.5767148,6.9,2094.05,12.4,106,53.3,5418,75.1,5418,95.59,86,68,15.49098252,51.55581914
81006,1,35.97459967,8.1,2188.65,15.9,103,61.1,4677,87.5,935,85.88,34,35,15.73647777,51.60993959
81007,1,42.39349743,6.9,2317.39,10.4,107,55,3611,66.1,3611,100.55,96,92,15.59158134,51.58338313
81008,1,38.6283409,6.5,2110.77,13.7,108,54.4,0,69.2,2443,99.36,72,39,15.07468996,51.52018686
81009,1,40.17062315,7.1,2333.79,13.1,100,56.6,0,78,878,79.86,73,25,15.35001897,51.59484024
81101,1,48.19277108,6.6,5324.62,8.7,109,54,2611,64.8,2611,96.72,204,159,14.75228858,51.54162512
81102,1,53.25941928,6.2,2617.14,4.6,112,51.2,1937,64,7748,105.97,131,1157,15.15017654,51.62651142
81103,1,39.03154806,5.9,2629.77,17.5,106,55.4,3477,77.8,1739,93.75,65,14,14.78103149,51.76855763
81104,1,40.62336758,5.3,2106.86,15.9,101,54.6,3614,68.1,2409,92.2,81,57,15.04825219,51.75928555
81105,1,40.23391813,6.8,2141.32,6.4,104,56.4,3243,80.2,1622,96.97,75,37,14.97954129,51.63544115
81106,1,44.176783,7.4,1938.17,14.1,105,52.9,2763,67.6,3223,98.7,92,106,14.97569842,51.81980123
81107,1,39.1955836,6,2485.46,8.9,103,59.7,3269,75.8,3269,94.32,88,18,14.96505808,51.48048018
81108,1,39.93025283,8.4,2085.02,9.4,104,56.9,0,78.6,0,92.71,77,34,14.83562428,51.60066622
81109,1,41.39784946,6.4,2173.01,16,99,52.6,3251,71.8,3251,107.11,89,49,14.88089415,51.69572113
81110,1,42.00973882,7.1,2313.2,4.8,102,53.8,0,84.9,901,84.18,73,40,15.13346623,51.65150053
81201,1,45.89937241,7.3,3293.98,6.4,103,55.4,4074,86.6,2037,97.14,72,37,16.04458295,51.86737152
81202,1,43.12759336,7.3,2598.26,8.1,102,58.2,5106,80,1702,98.36,39,51,16.24466301,51.73624404
81203,1,48.9394387,6.7,2068.76,7.9,104,54,3597,74.3,21579,102.86,92,109,16.29099008,51.81767905
86101,1,56.67532051,6.5,3265.14,3.9,110,48.1,2668,60.1,8361,102.07,141,1463,15.21948352,52.73143417
86201,1,64.22304564,6.6,3640.77,5.1,113,49.5,2304,60.9,6913,102.72,132,2014,15.53182695,51.92587743
100101,1,56.17139074,7.4,2094.93,6.8,104,37.5,2278,69.3,12299,103.34,87,1775,19.36640136,51.36041403
100102,1,48.72988429,7.2,2094.35,8.6,102,59,0,89,4816,68.94,48,53,19.38684316,51.34671402
100103,1,42.42803504,7.5,2272.11,7.2,107,61.2,2467,84.9,4934,95.44,55,44,19.39295334,51.4658734
